source,target,source_lang,other_lang,translator_name,translated_text,cosine_similarity_original_translation,cosine_similarity_vs_source,cosine_similarity_vs_target
Error bars indicate the 95 confidence interval and the horizontal lines indicate the mean of the 1990-2019 period (solid line) and upper and lower reference (see text) limits (dashed lines),Les barres d'erreur indiquent l'intervalle de confiance à 95 et les lignes horizontales indiquent la moyenne de la période 1990-2019 (ligne pleine) et les limites de référence (voir texte) supérieure et inférieure (lignes pointillées),en,fr,mbart50_mmt_finetuned,Les barres d'erreur indiquent l'intervalle de confiance à 95 et les lignes horizontales indiquent la moyenne de la période 1990-2019 (ligne continue) et les limites de référence supérieure et inférieure (voir le texte) (lignes pointillées),0.9423500299453735,0.9422800540924072,0.9841556549072266
"Depuis 2000, Javitech a réalisé l'ensemble des échantillonnages en mer dans la ZPH 41","Since 2000, Javitech has conducted all of the at-sea sampling in LFA 41",fr,en,nllb_3b_base_researchonly,"Since 2000, Javitech has carried out all sampling at sea in ZPH 41.",0.9230205416679382,0.9626394510269165,0.9242573380470276
"Depuis 2000, Javitech a réalisé l'ensemble des échantillonnages en mer dans la ZPH 41","Since 2000, Javitech has conducted all of the at-sea sampling in LFA 41",fr,en,opus_mt_base,"Since 2000, Javitech has carried out all the samples at sea in the ZPH 41.",0.9230205416679382,0.9486251473426819,0.9096416234970093
"Depuis 2000, Javitech a réalisé l'ensemble des échantillonnages en mer dans la ZPH 41","Since 2000, Javitech has conducted all of the at-sea sampling in LFA 41",fr,en,opus_mt_finetuned,"Since 2000, Javitech has conducted all at-sea sampling in LFA 41.",0.9230205416679382,0.9166918992996216,0.9837456941604614
"Depuis 2000, Javitech a réalisé l'ensemble des échantillonnages en mer dans la ZPH 41","Since 2000, Javitech has conducted all of the at-sea sampling in LFA 41",fr,en,m2m100_418m_base,"Since 2000, Javitech has carried out all sea samples in the ZPH 41",0.9230205416679382,0.9641562700271606,0.9313338398933411
"Depuis 2000, Javitech a réalisé l'ensemble des échantillonnages en mer dans la ZPH 41","Since 2000, Javitech has conducted all of the at-sea sampling in LFA 41",fr,en,m2m100_418m_finetuned,"Since 2000, Javitech has conducted all at-sea sampling in LFA 41",0.9230205416679382,0.9178627729415894,0.9966754913330078
"Depuis 2000, Javitech a réalisé l'ensemble des échantillonnages en mer dans la ZPH 41","Since 2000, Javitech has conducted all of the at-sea sampling in LFA 41",fr,en,mbart50_mmt_base,"Since 2000, Javitech has conducted all samples at sea in the ZPH 41",0.9230205416679382,0.9639108180999756,0.9300917387008667
"Depuis 2000, Javitech a réalisé l'ensemble des échantillonnages en mer dans la ZPH 41","Since 2000, Javitech has conducted all of the at-sea sampling in LFA 41",fr,en,mbart50_mmt_finetuned,"Since 2000, Javitech has conducted all at-sea sampling in the LFA.",0.9230205416679382,0.8787055611610413,0.9152160286903381
"Indices de l'abondance de la morue (en milliers), de la biomasse (t) et de la biomasse du stock reproducteur (t) dérivés des relevés par navire de recherche de Pêches et Océans Canada (depuis 1991)","Cod abundance (000 s), biomass (t) and spawning stock biomass (SSB, t) indices from DFO autumn RV surveys (1991 onwards)",fr,en,nllb_3b_base_researchonly,"Indices of cod abundance (thousands), biomass (t) and spawning stock biomass (t) derived from Fisheries and Oceans Canada surveys by research vessel (since 1991)",0.7797588109970093,0.9271508455276489,0.8107998371124268
"Indices de l'abondance de la morue (en milliers), de la biomasse (t) et de la biomasse du stock reproducteur (t) dérivés des relevés par navire de recherche de Pêches et Océans Canada (depuis 1991)","Cod abundance (000 s), biomass (t) and spawning stock biomass (SSB, t) indices from DFO autumn RV surveys (1991 onwards)",fr,en,opus_mt_base,"Cod abundance (in thousands), biomass (t) and spawning stock biomass (t) derived from Fisheries and Oceans Canada research vessel surveys (since 1991)",0.7797588109970093,0.9069736003875732,0.7958810329437256
"Indices de l'abondance de la morue (en milliers), de la biomasse (t) et de la biomasse du stock reproducteur (t) dérivés des relevés par navire de recherche de Pêches et Océans Canada (depuis 1991)","Cod abundance (000 s), biomass (t) and spawning stock biomass (SSB, t) indices from DFO autumn RV surveys (1991 onwards)",fr,en,opus_mt_finetuned,"Cod abundance indices (thousands), biomass (t) and spawning stock biomass (t) from Fisheries and Oceans Canada (DFO) research vessel surveys (since 1991)",0.7797588109970093,0.9028608798980713,0.8455200791358948
"Indices de l'abondance de la morue (en milliers), de la biomasse (t) et de la biomasse du stock reproducteur (t) dérivés des relevés par navire de recherche de Pêches et Océans Canada (depuis 1991)","Cod abundance (000 s), biomass (t) and spawning stock biomass (SSB, t) indices from DFO autumn RV surveys (1991 onwards)",fr,en,m2m100_418m_base,"Indices of the abundance of myrtle (in thousands), biomass (t) and biomass of the reproductive stock (t) derived from fishing and ocean Canada (from 1991).",0.7797588109970093,0.883376955986023,0.7379071116447449
"Indices de l'abondance de la morue (en milliers), de la biomasse (t) et de la biomasse du stock reproducteur (t) dérivés des relevés par navire de recherche de Pêches et Océans Canada (depuis 1991)","Cod abundance (000 s), biomass (t) and spawning stock biomass (SSB, t) indices from DFO autumn RV surveys (1991 onwards)",fr,en,m2m100_418m_finetuned,"Indices of cod abundance (in thousands), biomass (t) and spawning stock biomass (t) from research vessel surveys from Fisheries and Oceans Canada (from 1991)",0.7797588109970093,0.927706241607666,0.8257546424865723
"Indices de l'abondance de la morue (en milliers), de la biomasse (t) et de la biomasse du stock reproducteur (t) dérivés des relevés par navire de recherche de Pêches et Océans Canada (depuis 1991)","Cod abundance (000 s), biomass (t) and spawning stock biomass (SSB, t) indices from DFO autumn RV surveys (1991 onwards)",fr,en,mbart50_mmt_base,"Cod abundance (thousands), biomass (t) and breeding stock biomass (t) indices derived from Fisheries and Oceans Canada's research vessel surveys (since 1991)",0.7797588109970093,0.9225249886512756,0.8123928904533386
"Indices de l'abondance de la morue (en milliers), de la biomasse (t) et de la biomasse du stock reproducteur (t) dérivés des relevés par navire de recherche de Pêches et Océans Canada (depuis 1991)","Cod abundance (000 s), biomass (t) and spawning stock biomass (SSB, t) indices from DFO autumn RV surveys (1991 onwards)",fr,en,mbart50_mmt_finetuned,"Cod abundance (thousands), biomass (t) and spawning stock biomass (t) indices from Fisheries and Oceans Canada research vessel surveys (since 1991)",0.7797588109970093,0.9242197275161743,0.8139097690582275
Le modèle a été adapté aux données sur la récolte (1951 2018) et aux données ajustées des relevés aériens (de 1982 à 2018),The model was fit to harvest data (1951 2018) and adjusted aerial survey data (1982 2018),fr,en,nllb_3b_base_researchonly,The model has been adapted to harvest data (1951-2018) and to adjusted aerial survey data (1982-2018),0.9226889610290527,0.9362294673919678,0.9264915585517883
Le modèle a été adapté aux données sur la récolte (1951 2018) et aux données ajustées des relevés aériens (de 1982 à 2018),The model was fit to harvest data (1951 2018) and adjusted aerial survey data (1982 2018),fr,en,opus_mt_base,The model was adapted to harvest data (1951 2018) and adjusted aerial survey data (from 1982 to 2018),0.9226889610290527,0.9563144445419312,0.9600495100021362
Le modèle a été adapté aux données sur la récolte (1951 2018) et aux données ajustées des relevés aériens (de 1982 à 2018),The model was fit to harvest data (1951 2018) and adjusted aerial survey data (1982 2018),fr,en,opus_mt_finetuned,The model was adapted to harvest data (1951 2018) and fitted aerial survey data (from 1982 to 2018),0.9226889610290527,0.9478409886360168,0.9586670994758606
Le modèle a été adapté aux données sur la récolte (1951 2018) et aux données ajustées des relevés aériens (de 1982 à 2018),The model was fit to harvest data (1951 2018) and adjusted aerial survey data (1982 2018),fr,en,m2m100_418m_base,The model was adapted to the data on the harvest (1951 2018) and to the adjusted data of air records (from 1982 to 2018),0.9226889610290527,0.9526980519294739,0.9253137111663818
Le modèle a été adapté aux données sur la récolte (1951 2018) et aux données ajustées des relevés aériens (de 1982 à 2018),The model was fit to harvest data (1951 2018) and adjusted aerial survey data (1982 2018),fr,en,m2m100_418m_finetuned,The model was adapted to harvest data (1951 2018) and adjusted aerial survey data (from 1982 to 2018),0.9226889610290527,0.9563144445419312,0.9600495100021362
Le modèle a été adapté aux données sur la récolte (1951 2018) et aux données ajustées des relevés aériens (de 1982 à 2018),The model was fit to harvest data (1951 2018) and adjusted aerial survey data (1982 2018),fr,en,mbart50_mmt_base,The model was adapted to harvest data (1951-2018) and adjusted air survey data (1982-2018),0.9226889610290527,0.9353694915771484,0.9159972667694092
Le modèle a été adapté aux données sur la récolte (1951 2018) et aux données ajustées des relevés aériens (de 1982 à 2018),The model was fit to harvest data (1951 2018) and adjusted aerial survey data (1982 2018),fr,en,mbart50_mmt_finetuned,The model was adapted to harvest data (1951 2018) and adjusted aerial survey data (1982-2018).,0.9226889610290527,0.9504880905151367,0.9281806349754333
"Dans la zone 14, la vague de recrute- ment perceptible plus à l'ouest n'a pas encore été détectée et le recrutement a été peu abondant depuis 1996","In Area 14, the recruitment wave that is perceptible farther west has not yet been detected, and recruitment has been low since 1996",fr,en,nllb_3b_base_researchonly,"In zone 14, the wave of recruitment felt further west has not yet been detected and recruitment has been low since 1996",0.9293774366378784,0.9231894016265869,0.9818087816238403
"Dans la zone 14, la vague de recrute- ment perceptible plus à l'ouest n'a pas encore été détectée et le recrutement a été peu abondant depuis 1996","In Area 14, the recruitment wave that is perceptible farther west has not yet been detected, and recruitment has been low since 1996",fr,en,opus_mt_base,"In Zone 14, the wave of recruitment perceivable further west has not yet been detected and recruitment has been scarce since 1996.",0.9293774366378784,0.9388976097106934,0.9590886831283569
"Dans la zone 14, la vague de recrute- ment perceptible plus à l'ouest n'a pas encore été détectée et le recrutement a été peu abondant depuis 1996","In Area 14, the recruitment wave that is perceptible farther west has not yet been detected, and recruitment has been low since 1996",fr,en,opus_mt_finetuned,"In Area 14, the wave of recruitment perceivable further west has not yet been detected and recruitment has been low since 1996",0.9293774366378784,0.9266579151153564,0.9884461760520935
"Dans la zone 14, la vague de recrute- ment perceptible plus à l'ouest n'a pas encore été détectée et le recrutement a été peu abondant depuis 1996","In Area 14, the recruitment wave that is perceptible farther west has not yet been detected, and recruitment has been low since 1996",fr,en,m2m100_418m_base,"In Zone 14, the wave of recruitment more visible to the west has not yet been detected and recruitment has not been abundant since 1996",0.9293774366378784,0.9005391597747803,0.9511252045631409
"Dans la zone 14, la vague de recrute- ment perceptible plus à l'ouest n'a pas encore été détectée et le recrutement a été peu abondant depuis 1996","In Area 14, the recruitment wave that is perceptible farther west has not yet been detected, and recruitment has been low since 1996",fr,en,m2m100_418m_finetuned,"In Area 14, the perceptible more western recruitment wave has not yet been detected and recruitment has been low since 1996",0.9293774366378784,0.9400897026062012,0.9790988564491272
"Dans la zone 14, la vague de recrute- ment perceptible plus à l'ouest n'a pas encore été détectée et le recrutement a été peu abondant depuis 1996","In Area 14, the recruitment wave that is perceptible farther west has not yet been detected, and recruitment has been low since 1996",fr,en,mbart50_mmt_base,"In Zone 14, the wave of recruitment more noticeable to the west has not yet been detected and recruitment has been low since 1996.",0.9293774366378784,0.9304436445236206,0.9428284764289856
"Dans la zone 14, la vague de recrute- ment perceptible plus à l'ouest n'a pas encore été détectée et le recrutement a été peu abondant depuis 1996","In Area 14, the recruitment wave that is perceptible farther west has not yet been detected, and recruitment has been low since 1996",fr,en,mbart50_mmt_finetuned,"In Area 14, the more perceptible westward recruitment wave has not yet been detected and recruitment has been low since 1996.",0.9293774366378784,0.9539571404457092,0.9564248323440552
"Landings by defined fishing grounds decreased in 2018 from Gannet Dry Ledge, Scots Bay, Trinity and Long Island, and increased from German Bank, Grand Manan, Lurcher, and NB Coastal","Les débarquements par lieu de pêche défini ont diminué en 2018 sur le récif Gannet Dry, dans la baie Scots, sur le récif de la Trinité et à l'île Long, et ils ont augmenté sur le banc German, à Grand Manan, sur le haut-fond Lurcher et sur la côte du Nouveau-Brunswick",en,fr,nllb_3b_base_researchonly,"Les débarquements par zones de pêche définies ont diminué en 2018 à partir de Gannet Dry Ledge, Scots Bay, Trinity et Long Island, et ont augmenté à partir de German Bank, Grand Manan, Lurcher et NB Coastal",0.8557048439979553,0.9440001249313354,0.9161345958709717
"Landings by defined fishing grounds decreased in 2018 from Gannet Dry Ledge, Scots Bay, Trinity and Long Island, and increased from German Bank, Grand Manan, Lurcher, and NB Coastal","Les débarquements par lieu de pêche défini ont diminué en 2018 sur le récif Gannet Dry, dans la baie Scots, sur le récif de la Trinité et à l'île Long, et ils ont augmenté sur le banc German, à Grand Manan, sur le haut-fond Lurcher et sur la côte du Nouveau-Brunswick",en,fr,opus_mt_base,"Les débarquements par zone de pêche définie ont diminué en 2018 à partir de Gannet Dry Ledge, Scots Bay, Trinity et Long Island, et augmenté à partir de German Bank, Grand Manan, Lurcher et NB Coastal",0.8557048439979553,0.9472653865814209,0.9150186777114868
"Landings by defined fishing grounds decreased in 2018 from Gannet Dry Ledge, Scots Bay, Trinity and Long Island, and increased from German Bank, Grand Manan, Lurcher, and NB Coastal","Les débarquements par lieu de pêche défini ont diminué en 2018 sur le récif Gannet Dry, dans la baie Scots, sur le récif de la Trinité et à l'île Long, et ils ont augmenté sur le banc German, à Grand Manan, sur le haut-fond Lurcher et sur la côte du Nouveau-Brunswick",en,fr,opus_mt_finetuned,"Les débarquements par zone de pêche définie ont diminué en 2018 à partir de Gannet Dry Ledge, de Scots Bay, de Trinity et de Long Island, et ont augmenté à partir du banc German, de Grand Manan, de Lurcher et de la côte du Nouveau-Brunswick.",0.8557048439979553,0.8839995265007019,0.9514845013618469
"Landings by defined fishing grounds decreased in 2018 from Gannet Dry Ledge, Scots Bay, Trinity and Long Island, and increased from German Bank, Grand Manan, Lurcher, and NB Coastal","Les débarquements par lieu de pêche défini ont diminué en 2018 sur le récif Gannet Dry, dans la baie Scots, sur le récif de la Trinité et à l'île Long, et ils ont augmenté sur le banc German, à Grand Manan, sur le haut-fond Lurcher et sur la côte du Nouveau-Brunswick",en,fr,m2m100_418m_base,"Les débarquements à partir de terrains de pêche définis ont diminué en 2018 à partir de Gannet Dry Ledge, Scots Bay, Trinity et Long Island, et augmenté à partir de Bank, Grand Manan, Lurcher et NB Coastal",0.8557048439979553,0.9106050729751587,0.9081653356552124
"Landings by defined fishing grounds decreased in 2018 from Gannet Dry Ledge, Scots Bay, Trinity and Long Island, and increased from German Bank, Grand Manan, Lurcher, and NB Coastal","Les débarquements par lieu de pêche défini ont diminué en 2018 sur le récif Gannet Dry, dans la baie Scots, sur le récif de la Trinité et à l'île Long, et ils ont augmenté sur le banc German, à Grand Manan, sur le haut-fond Lurcher et sur la côte du Nouveau-Brunswick",en,fr,m2m100_418m_finetuned,"Les débarquements dans des zones de pêche définies ont diminué en 2018 à partir de Gannet Dry Ledge, de la baie Scots, de la Trinité et de l'île Long, et ont augmenté à partir de la banque allemande, de Grand Manan, de Lurcher et de la côte de la Colombie-Britannique.",0.8557048439979553,0.8786923885345459,0.9428837895393372
"Landings by defined fishing grounds decreased in 2018 from Gannet Dry Ledge, Scots Bay, Trinity and Long Island, and increased from German Bank, Grand Manan, Lurcher, and NB Coastal","Les débarquements par lieu de pêche défini ont diminué en 2018 sur le récif Gannet Dry, dans la baie Scots, sur le récif de la Trinité et à l'île Long, et ils ont augmenté sur le banc German, à Grand Manan, sur le haut-fond Lurcher et sur la côte du Nouveau-Brunswick",en,fr,mbart50_mmt_base,"Les débarquements selon les zones de pêche définies ont diminué en 2018 à partir de Gannet Dry Ledge, de la baie Scots, de Trinity et de Long Island et ont augmenté à partir de German Bank, de Grand Manan, de Lurcher et de NB Coastal",0.8557048439979553,0.9337188005447388,0.9259986281394958
"Landings by defined fishing grounds decreased in 2018 from Gannet Dry Ledge, Scots Bay, Trinity and Long Island, and increased from German Bank, Grand Manan, Lurcher, and NB Coastal","Les débarquements par lieu de pêche défini ont diminué en 2018 sur le récif Gannet Dry, dans la baie Scots, sur le récif de la Trinité et à l'île Long, et ils ont augmenté sur le banc German, à Grand Manan, sur le haut-fond Lurcher et sur la côte du Nouveau-Brunswick",en,fr,mbart50_mmt_finetuned,"Les débarquements par zone de pêche définie ont diminué en 2018 à partir de Gannet Dry Ledge, de la baie Scots, de la Trinité et de l'île Long, et ont augmenté à partir de German Bank, de Grand Manan, de Lurcher et de la côte du Nouveau-Brunswick.",0.8557048439979553,0.89332115650177,0.9526411890983582
"Of the 456 species of aquatic organisms present in the Bay of Quinte, 13 were identified as ecologically significant","Des 456 espèces d'organismes aquatiques que compte la baie de Quinte, 13 ont été désignées comme des EIE",en,fr,nllb_3b_base_researchonly,"Sur les 456 espèces d'organismes aquatiques présentes dans la baie de Quinte, 13 ont été identifiées comme étant d'importance écologique.",0.8975918292999268,0.9054436683654785,0.8795151710510254
"Of the 456 species of aquatic organisms present in the Bay of Quinte, 13 were identified as ecologically significant","Des 456 espèces d'organismes aquatiques que compte la baie de Quinte, 13 ont été désignées comme des EIE",en,fr,opus_mt_base,"Sur les 456 espèces d'organismes aquatiques présentes dans la baie de Quinte, 13 ont été identifiées comme étant d'importance écologique.",0.8975918292999268,0.9054436683654785,0.8795151710510254
"Of the 456 species of aquatic organisms present in the Bay of Quinte, 13 were identified as ecologically significant","Des 456 espèces d'organismes aquatiques que compte la baie de Quinte, 13 ont été désignées comme des EIE",en,fr,opus_mt_finetuned,"Sur les 456 espèces d'organismes aquatiques présentes dans la baie de Quinte, 13 ont été identifiées comme étant importantes sur le plan écologique.",0.8975918292999268,0.9000034332275391,0.8620820045471191
"Of the 456 species of aquatic organisms present in the Bay of Quinte, 13 were identified as ecologically significant","Des 456 espèces d'organismes aquatiques que compte la baie de Quinte, 13 ont été désignées comme des EIE",en,fr,m2m100_418m_base,"Sur les 456 espèces d'organismes aquatiques présents dans la baie de Quinte, 13 ont été identifiées comme écologiquement significatives.",0.8975918292999268,0.9027100801467896,0.8794803619384766
"Of the 456 species of aquatic organisms present in the Bay of Quinte, 13 were identified as ecologically significant","Des 456 espèces d'organismes aquatiques que compte la baie de Quinte, 13 ont été désignées comme des EIE",en,fr,m2m100_418m_finetuned,"Sur les 456 espèces d'organismes aquatiques présentes dans la baie de Quinte, 13 ont été identifiées comme importantes sur le plan écologique.",0.8975918292999268,0.9007999897003174,0.8661583065986633
"Of the 456 species of aquatic organisms present in the Bay of Quinte, 13 were identified as ecologically significant","Des 456 espèces d'organismes aquatiques que compte la baie de Quinte, 13 ont été désignées comme des EIE",en,fr,mbart50_mmt_base,"Sur les 456 espèces d’organismes aquatiques présents dans la baie de Quinte, 13 ont été identifiées comme étant écologiquement significatives",0.8975918292999268,0.947525680065155,0.9079539775848389
"Of the 456 species of aquatic organisms present in the Bay of Quinte, 13 were identified as ecologically significant","Des 456 espèces d'organismes aquatiques que compte la baie de Quinte, 13 ont été désignées comme des EIE",en,fr,mbart50_mmt_finetuned,"Sur les 456 espèces d'organismes aquatiques présentes dans la baie de Quinte, 13 ont été identifiées comme étant écologiquement significatives",0.8975918292999268,0.9483419060707092,0.9071226119995117
"From 1979 to 2006, the aggregate spawner abundance of stream-type Fraser Chinook averaged ( standard deviation) 12,593 ( 7,348), 33,695 ( 12,116) and 32,771 ( 11,741) for the Fraser Spring 42, Spring 52 and Summer 52 SMUs, respectively (run reconstruction input values; Table J - 1)","De 1979 à 2006, l'abondance cumulée des géniteurs du saumon quinnat de type dulcicole du fleuve Fraser a atteint une moyenne ( écart-type) de 12 593 ( 7 348), 33 695 ( 12 116) et 32 771 ( 11 741) respectivement pour les UGS du printemps 42, du printemps 52 et de l'été 52 (voir les valeurs de la reconstitution des remontes; tableau J-1)",en,fr,nllb_3b_base_researchonly,"De 1979 à 2006, l'abondance agrégée de reproducteurs de Chinook Fraser de type cours d'eau était en moyenne (écart type) de 12 593 (7 348), 33 695 (12 116) et 32 771 (11 741) pour les PME Fraser Spring 42, Spring 52 et Summer 52 respectivement (valeurs d'entrée de reconstruction de la course; tableau J-1).",0.9199082255363464,0.9202399253845215,0.9088120460510254
"From 1979 to 2006, the aggregate spawner abundance of stream-type Fraser Chinook averaged ( standard deviation) 12,593 ( 7,348), 33,695 ( 12,116) and 32,771 ( 11,741) for the Fraser Spring 42, Spring 52 and Summer 52 SMUs, respectively (run reconstruction input values; Table J - 1)","De 1979 à 2006, l'abondance cumulée des géniteurs du saumon quinnat de type dulcicole du fleuve Fraser a atteint une moyenne ( écart-type) de 12 593 ( 7 348), 33 695 ( 12 116) et 32 771 ( 11 741) respectivement pour les UGS du printemps 42, du printemps 52 et de l'été 52 (voir les valeurs de la reconstitution des remontes; tableau J-1)",en,fr,opus_mt_base,"De 1979 à 2006, l'abondance globale des géniteurs du Fraser Chinook de type ruisseau a été en moyenne (écart-type) de 12 593 (7 348), 33 695 (12 116) et 32 771 (11 741) pour les UMS du Fraser Spring 42, du printemps 52 et de l'été 52, respectivement (valeurs d'entrée de la reconstruction; tableau J - 1).",0.9199082255363464,0.9143802523612976,0.9096651077270508
"From 1979 to 2006, the aggregate spawner abundance of stream-type Fraser Chinook averaged ( standard deviation) 12,593 ( 7,348), 33,695 ( 12,116) and 32,771 ( 11,741) for the Fraser Spring 42, Spring 52 and Summer 52 SMUs, respectively (run reconstruction input values; Table J - 1)","De 1979 à 2006, l'abondance cumulée des géniteurs du saumon quinnat de type dulcicole du fleuve Fraser a atteint une moyenne ( écart-type) de 12 593 ( 7 348), 33 695 ( 12 116) et 32 771 ( 11 741) respectivement pour les UGS du printemps 42, du printemps 52 et de l'été 52 (voir les valeurs de la reconstitution des remontes; tableau J-1)",en,fr,opus_mt_finetuned,"De 1979 à 2006, l'abondance globale des reproducteurs de type fluvial du saumon chinook du Fraser a atteint la moyenne (écart-type) de 12 593 ( 7 348), de 33 695 ( 12 116) et de 32 771 ( 11 741) pour les SMU du printemps 42 du Fraser, du printemps 52 et de l'été 52, respectivement (valeurs d'entrée de l'exécution de la reconstruction; tableau J - 1).",0.9199082255363464,0.9260267615318298,0.9401178359985352
"From 1979 to 2006, the aggregate spawner abundance of stream-type Fraser Chinook averaged ( standard deviation) 12,593 ( 7,348), 33,695 ( 12,116) and 32,771 ( 11,741) for the Fraser Spring 42, Spring 52 and Summer 52 SMUs, respectively (run reconstruction input values; Table J - 1)","De 1979 à 2006, l'abondance cumulée des géniteurs du saumon quinnat de type dulcicole du fleuve Fraser a atteint une moyenne ( écart-type) de 12 593 ( 7 348), 33 695 ( 12 116) et 32 771 ( 11 741) respectivement pour les UGS du printemps 42, du printemps 52 et de l'été 52 (voir les valeurs de la reconstitution des remontes; tableau J-1)",en,fr,m2m100_418m_base,"De 1979 à 2006, l'abondance d'épargne agrégée de type flux Fraser Chinook moyen ( déviation standard) 12,593 ( 7,348), 33,695 ( 12,116) et 32,771 ( 11,741) pour les Fraser Spring 42, Spring 52 et Summer 52 SMUs, respectivement (values d'entrée de la reconstruction en cours; Table J - 1)",0.9199082255363464,0.9349305629730225,0.8753963708877563
"From 1979 to 2006, the aggregate spawner abundance of stream-type Fraser Chinook averaged ( standard deviation) 12,593 ( 7,348), 33,695 ( 12,116) and 32,771 ( 11,741) for the Fraser Spring 42, Spring 52 and Summer 52 SMUs, respectively (run reconstruction input values; Table J - 1)","De 1979 à 2006, l'abondance cumulée des géniteurs du saumon quinnat de type dulcicole du fleuve Fraser a atteint une moyenne ( écart-type) de 12 593 ( 7 348), 33 695 ( 12 116) et 32 771 ( 11 741) respectivement pour les UGS du printemps 42, du printemps 52 et de l'été 52 (voir les valeurs de la reconstitution des remontes; tableau J-1)",en,fr,m2m100_418m_finetuned,"De 1979 à 2006, l'abondance globale des géniteurs du saumon chinook du fleuve Fraser ( écart-type) a été moyenne ( écart-type) de 12 593 ( 7 348), de 33 695 ( 12 116) et de 32 771 ( 11 741), respectivement, pour les SMU du printemps 42, du printemps 52 et de l'été 52 du fleuve Fraser (values d'entrée en cours de reconstruction; tableau J - 1)",0.9199082255363464,0.9302726984024048,0.9504212737083435
"From 1979 to 2006, the aggregate spawner abundance of stream-type Fraser Chinook averaged ( standard deviation) 12,593 ( 7,348), 33,695 ( 12,116) and 32,771 ( 11,741) for the Fraser Spring 42, Spring 52 and Summer 52 SMUs, respectively (run reconstruction input values; Table J - 1)","De 1979 à 2006, l'abondance cumulée des géniteurs du saumon quinnat de type dulcicole du fleuve Fraser a atteint une moyenne ( écart-type) de 12 593 ( 7 348), 33 695 ( 12 116) et 32 771 ( 11 741) respectivement pour les UGS du printemps 42, du printemps 52 et de l'été 52 (voir les valeurs de la reconstitution des remontes; tableau J-1)",en,fr,mbart50_mmt_base,"De 1979 à 2006, l'abondance agrégée de reproducteurs du Fraser Chinook de type ruisseau a été moyenne (déviation standard) de 12 593 ( 7 348), de 33 695 ( 12 116) et de 32 771 ( 11,741) pour les SMU du Fraser du printemps 42, du printemps 52 et de l'été 52, respectivement (valeurs d'entrée de reconstruction; tableau J - 1).",0.9199082255363464,0.9327245354652405,0.9118052124977112
"From 1979 to 2006, the aggregate spawner abundance of stream-type Fraser Chinook averaged ( standard deviation) 12,593 ( 7,348), 33,695 ( 12,116) and 32,771 ( 11,741) for the Fraser Spring 42, Spring 52 and Summer 52 SMUs, respectively (run reconstruction input values; Table J - 1)","De 1979 à 2006, l'abondance cumulée des géniteurs du saumon quinnat de type dulcicole du fleuve Fraser a atteint une moyenne ( écart-type) de 12 593 ( 7 348), 33 695 ( 12 116) et 32 771 ( 11 741) respectivement pour les UGS du printemps 42, du printemps 52 et de l'été 52 (voir les valeurs de la reconstitution des remontes; tableau J-1)",en,fr,mbart50_mmt_finetuned,"De 1979 à 2006, l'abondance globale des géniteurs du saumon chinook du fleuve Fraser de type fluvial a été moyenne ( écart-type) de 12 593 ( 7 348), de 33 695 ( 12 116) et de 32 771 ( 11,741) pour les ZMU du Fraser du printemps 42, du printemps 52 et de l'été 52, respectivement (valeurs d'entrée de rétablissement des remontes; Tableau J - 1).",0.9199082255363464,0.9218176603317261,0.9469125270843506
"De plus, un examen ultérieur de la question pourrait entraîner des changements aux conclusions, notamment si des renseignements supplémentaires pertinents, non disponibles au moment de la réunion, sont fournis par la suite","Moreover, further review may result in a change of conclusions where additional information was identified as relevant to the topics being considered, but not available in the timeframe of the meeting",fr,en,nllb_3b_base_researchonly,"Furthermore, further consideration of the matter could lead to changes in the conclusions, in particular if additional relevant information, not available at the time of the meeting, is subsequently provided.",0.8135596513748169,0.9327684640884399,0.8508185148239136
"De plus, un examen ultérieur de la question pourrait entraîner des changements aux conclusions, notamment si des renseignements supplémentaires pertinents, non disponibles au moment de la réunion, sont fournis par la suite","Moreover, further review may result in a change of conclusions where additional information was identified as relevant to the topics being considered, but not available in the timeframe of the meeting",fr,en,opus_mt_base,"In addition, further consideration of the matter may result in changes to the conclusions, including if relevant additional information, not available at the time of the meeting, is subsequently provided.",0.8135596513748169,0.9265698790550232,0.8716835975646973
"De plus, un examen ultérieur de la question pourrait entraîner des changements aux conclusions, notamment si des renseignements supplémentaires pertinents, non disponibles au moment de la réunion, sont fournis par la suite","Moreover, further review may result in a change of conclusions where additional information was identified as relevant to the topics being considered, but not available in the timeframe of the meeting",fr,en,opus_mt_finetuned,"Further, a subsequent review of the issue could result in changes to the conclusions, particularly if relevant additional information, not available at the time of the meeting, is subsequently provided.",0.8135596513748169,0.945502519607544,0.8482224941253662
"De plus, un examen ultérieur de la question pourrait entraîner des changements aux conclusions, notamment si des renseignements supplémentaires pertinents, non disponibles au moment de la réunion, sont fournis par la suite","Moreover, further review may result in a change of conclusions where additional information was identified as relevant to the topics being considered, but not available in the timeframe of the meeting",fr,en,m2m100_418m_base,"Furthermore, a subsequent review of the issue may result in changes to the conclusions, including if additional relevant information, not available at the time of the meeting, is subsequently provided.",0.8135596513748169,0.9411158561706543,0.8720698356628418
